sentence	relation 
In a former residence, your writer had an atrium containing a <e1>duel</e1> of doves<e2>moles</e2> numbering 22.	13
A low temperature superconducting <e1>magnet</e1> has been delivered to Ad Astra's Houston <e2>facility</e2>.	6
Short-term side effects are uncommon, but include <e1>headache</e1> from <e2>eyestrain</e2>, nausea, agitation or nervousness.	1
"Then the <e1>king</e1> handed the <e2>key</e2> to the queen, telling her, ""Be warned that whoever lets the serpent escape will be hung""."	9
The Liberian national offered a <e1>suitcase</e1> full of purported <e2>bills</e2>.	5
Captured, the <e1>corporal</e1> escaped by jumping from a POW <e2>train</e2> headed towards Germany.	8
The <e1>weather</e1> is a constant topic of <e2>conversation</e2>, especially of course when it comes to climate change.	15
The <e1>decline</e1> in populations has been caused by the <e2>influx</e2> of industrial and resident waste water, sludge sedimentation, and land reclamation.	1
A file photo shows a microlight <e1>pilot</e1> flying with <e2>geese</e2>.	18
Brazil is trying to change <e1>laws</e1> that limit political <e2>speech</e2>.	14
"And this is frequently cited as ""proof"" that saturated fats and <e1>cholesterol</e1> cause heart <e2>disease</e2>."	0
The new <e1>study</e1> provides insight into how the first <e2>flowering plants</e2> evolved from pre-existing genetic programs found in gymnosperms.	14
Two children playing in a Queens park have found a <e1>suitcase</e1> with <e2>bones</e2> in it.	5
Under the circumstance that the <e1>wife</e1> comes from a wealthy <e2>family</e2>, her dissatisfactions with her marriage may make her seem like a spoiled brat.	8
The <e1>studentship</e1> comprises of a tax free <e2>bursary</e2> of 15290 GBP pa plus the payment of fees for three years.	3
"<e1>Listeners</e1> receive WBAI live over the <e2>internet</e2> (referred to as ""streaming""), using one of the various audio formats below."	11
The <e1>picture</e1> of the orb was then extracted from the <e2>photo</e2> and inverted and this is what was found to be inside of this tiny looking orb.	8
Heat, <e1>wind</e1> and smoke cause flight <e2>delays</e2>.	0
In this study, we examined the suspension of solid <e1>particles</e1> in a <e2>vessel</e2> equipped with dual traditional impellers.	4
Defra identified the different <e1>noises</e1> made by <e2>dogs</e2> and the meanings behind them.	0
<e1>Yogurt</e1> <e2>soup</e2> is a popular comfort dish both in Turkey and Central Asia.	9
That <e1>strawberry</e1> <e2>jelly</e2> was more like strawberry glue.	9
"He went to the kids <e1>department</e1> in the <e2>store</e2>, decorated one of the ""Little Brown Bags"" and was entered to win prizes, including a $100 shopping spree."	2
In the meantime, an unlikely <e1>menage</e1> of Payaya <e2>natives</e2>, Franciscan padres, Canary Islanders and Spanish soldiers struggle to bring the city together as winter approaches.	13
The <e1>malfunctions</e1> on Monday caused <e2>delays</e2> for patrons waiting to check out or renew books at the branches, and impeded access to personal accounts that allow users to renew or hold books online.	0
This <e1>crabmeat</e1> was in a <e2>can</e2>, but it was in the refrigerator case in the seafood section, not in the grocery aisle by the tuna.	4
For the last two years, the <e1>team</e1> has constructed two <e2>gardens</e2> out of recycled materials.	17
Sky transfer has taken <e1>cycling</e1> into the <e2>football age</e2>.	6
The government has spended the following 18 months before the elections in a similar vein - shooting a whole <e1>lead</e1> of Conservative <e2>foxes</e2>, to extend the metaphor - namely Heathrow and Royal Mail privatisation.	18
Pioneering percussionist Terje Isungset plays <e1>instruments</e1> made from a 2500 year old <e2>glacier</e2>.	8
Instead, the doctor had administered a <e1>drug</e1> which had caused the eventual <e2>death</e2> of the child.	0
<e1>Children</e1> in rural Southern areas fell into <e2>poverty</e2> faster than those in cities in 2008.	18
It consists of an <e1>ensemble</e1> of <e2>ladies</e2> who are highly qualified to play various Arabic musical instruments.	13
Trade Union Side reiterated its <e1>concerns</e1> that the <e2>public sector</e2> was effectively subsidising these events and requested that this practice cease.	18
The <e1>necklace</e1> was locked in a <e2>safe</e2> in their room at the Victor Hugo Hotel.	4
I had another <e1>idea</e1> to do with <e2>child care</e2> that was stroller related.	18
This is the best-selling <e1>album</e1> by a male <e2>artist</e2> and the best-seller in the pop/R&B genre.	16
The republics are seeking to assert an unequivocal understanding of the country's ethnic nature as a <e1>federation</e1> of various <e2>peoples</e2>.	13
The curved <e1>spans</e1> of the <e2>bridge</e2> are the original sections.	2
Charles Beauregard is still working for Intelligence and hears about the Red Baron flying ace and his <e1>circus</e1> of vampire <e2>fighters</e2>.	13
While that operation was a success, the <e1>contents</e1> of the satchel were a tiny <e2>loss</e2> for the traffickers.	18
Each <e1>student</e1> is a participant in a web conferencing <e2>session</e2>.	18
Philip Collins discusses the apparent <e1>decline</e1> in rhetoric in a <e2>speech</e2> given at Radio 3.	15
"These <e1>studios</e1> became veritable ""hit factories"" that produced many of the most successful pop <e2>recordings</e2> of the latter 20th century."	17
Another good salad calls for a <e1>cupful</e1> of <e2>shrimps</e2>, cut in small pieces; half a cupful of celery hearts diced small, and seasoning of pepper and salt.	18
When a metallic <e1>screen</e1> was placed inside the <e2>coil</e2>, so as to surround the needle, the demagnetization produced by the discharge was less.	6
Harriers are large, slender hawk-like <e1>birds</e1> with long <e2>tails</e2> and long, thin legs.	3
"Thousands of multicoloured fish populate the lagoon and the fallings of the passes; the large barracudas are scouting dangerously, and their cousins the ""becunes"" <e1>fish</e1> gather in immense <e2>shoal</e2>, like the""carangues""playing in the sun, as squadrons driving out of their territory the too daring small sharks."	12
They achieved the maximum possible <e1>flexibility</e1> in a crockery <e2>basket</e2> for receiving a plurality of different items of crockery.	18
The concluding panel <e1>discussion</e1> pointed out a high <e2>need</e2> and interest on sharing a set of well defined same scenarios and use cases transparently described as well as modules and simulators.	14
Tense is a temporal linguistic <e1>quality</e1> expressing the <e2>time</e2>.	18
The aim of this <e1>study</e1> was the <e2>measurement</e2> of the intensity and circumstances of drug use.	18
It showed a photo of it being enclosed in a black plastic case and the <e1>disc</e1> was enclosed in <e2>paper</e2>.	4
Fall planting cannot be completed before the ground freezes, so I stored the <e1>seeds</e1> in a <e2>stratification unit</e2> until spring.	6
Today I was there and I bought a <e1>ball</e1> that was in a <e2>bin</e2> with a ton of things placed on top of it.	4
The size of the <e1>assemblies</e1> grows from the byssus substrate <e2>interface</e2> to the transition layer.	18
The Bush <e1>administration</e1> hid the true fiscal picture with a plethora of accounting <e2>gimmicks</e2>.	11
The collaborative effort helped SA and its associate group Baandhani, a <e1>federation</e1> of slum <e2>dwellers</e2>, build strong relationships with the local government.	13
In this <e1>work</e1> the <e2>researchers</e2>, for the first time, attest that monopoles exist as emergent states of matter, i.e. they emerge from special arrangements of dipoles and are completely different from the constituents of the material.	16
The DC-DC <e1>converter</e1> was manufactured in a 130nm bulk CMOS <e2>process</e2>.	18
The present bright, dry weather, although cold, is just what flock owners require and judging from the large number of lambs seen skipping about nibbling the tender shoots of the fresh green herbage, the flocks of Mr John Cracknell, Mr Geo Walker, and Mr Russell Walker appear to have had a very satisfactory <e1>fall</e1> of good strong <e2>lambs</e2>.	13
<e1>Education</e1> in early African societies included such things as <e2>artistic performances</e2>, ceremonies, games, festivals, dancing, singing, and drawing.	3
The current was quite strong and I was having difficulty swimming over to the <e1>daggerboard</e1> of the <e2>boat</e2> which was now sticking out of the water.	2
Specially designed lampposts are spaced along the <e1>curbs</e1> of the <e2>roadway</e2>.	18
The second bodily privacy <e1>paper</e1> relates to <e2>violation</e2> of a person's bodily integrity.	14
The commercial bees are spreading <e1>parasites</e1> to their wild <e2>cousins</e2>.	6
The assay sample preparation <e1>unit</e1> processes a specimen using a fluorescent <e2>dye</e2>.	11
My <e1>dog</e1> has a little red ball on his <e2>snout</e2>.	3
The <e1>metacorpora</e1> ware misplaced into the <e2>isthmus</e2>.	6
The views expressed in the <e1>article</e1> are from the <e2>author</e2> and are not shared by Nestle.	16
The <e1>boy</e1> accidentally went into the girl's <e2>bathroom</e2>.	6
With one exception, the <e1>moths</e1> emerged from the <e2>cocoon</e2> during hours of darkness.	8
In your issue of April 26 a photograph shows a woman <e1>doctor</e1> with a precautionary <e2>mask</e2> against SARS infection, attending a patient.	11
A few space <e1>probes</e1> have been placed into <e2>orbit</e2> around other bodies.	6
One of the requirements of the portfolio is a goal <e1>sheet</e1>, which is completed by the <e2>student</e2>.	16
Many other <e1>dwarves</e1> also hailed from this infamous <e2>clan</e2>.	8
Virtually all hillside <e1>farmers</e1> grow <e2>maize</e2> during both seasons, and many of the farmers cultivate beans, rice, and other crops as well.	17
I get severe headaches and <e1>dizziness</e1> from colas and <e2>drinks</e2> with nutrasweet (aspartame) and splenda (sucralose).	1
Government <e1>revenues</e1> are drained into expensive welfare <e2>programs</e2> such as health care, pensions.	6
The <e1>bridge</e1> was moved from its original <e2>location</e2> in an effort to save it.	8
Mr C notes <e1>worsening</e1> of seizures and cognition with sleep <e2>deprivation</e2> and stress.	1
Putting a first time learner in the <e1>driver</e1>'s seat of a <e2>car</e2> is a scary proposition.	11
The <e1>puppy</e1> was born in a <e2>barn</e2> where Layla made a soft, bed out of hay in an empty horse stall.	8
The <e1>party</e1> starts in an <e2>hour</e2>.	18
Brainwashing <e1>techniques</e1> were used by some British <e2>interrogators</e2> during World War II.	10
On Saturday in California a <e1>suitcase</e1> was discovered inside a trash <e2>receptacle</e2> with a corpse stuffed inside of it.	4
Bitewing <e1>x-rays</e1> are used by <e2>dentists</e2> in order to determine if any cavities exist within the mouth.	10
He stuffed the <e1>letter</e1> into the breast <e2>pocket</e2> of his suit and slipped the enclosed DVD into the player.	6
The outer <e1>core</e1> is the source of the geomagnetic <e2>field</e2>.	9
The <e1>company</e1> has run into a financial <e2>problem</e2> over the last few years.	18
Their <e1>composer</e1> has sunk into <e2>oblivion</e2>.	18
The fragment that first caught the eye of Stais was one of the corroded, inscribed <e1>plates</e1> that is an integral part of the Antikythera <e2>mechanism</e2>, as the device later came to be called.	2
Amazonian <e1>tribes</e1> reclaim the rain forest with the help of GPS <e2>navigation tools</e2>.	11
The Abductor pollicis brevis draws the thumb forward in a plane at right angles to that of the <e1>palm</e1> of the <e2>hand</e2>.	2
However, the increased demand logically calls for expansion and modification of intake processes to reach the goal of pairing each potential member with a <e1>sorority</e1> of their <e2>choice</e2>.	18
The authors take us on an extraordinary journey, from the depths of the ocean to the <e1>net</e1> of a <e2>fisherman</e2>.	10
Hizb-e Wahdat, a <e1>confederacy</e1> of various Hazara mujahideen <e2>factions</e2>, was supported by Iran during the anti-Soviet resistance in the 1980s.	13
Sometimes the <e1>blockage</e1> comes from <e2>fear</e2>, as for a CEO who hates public speaking but must give frequent speeches.	1
Heavy <e1>thunderstorms</e1> caused <e2>cancellation</e2> of races later in the afternoon preventing the Masters Mens fours and Masters Womens and Womens eights from racing.	0
Statistical <e1>analysis</e1> was made using the PCSM <e2>program</e2>.	18
A news <e1>release</e1> from the <e2>gallery</e2>, however, told a different story.	16
When approaching the Observatory, they unlock the <e1>padlock</e1> on the <e2>gate</e2> of the security fence, and entered the Observatory grounds and relock the gate.	2
The company shipped the <e1>cargo</e1> to the <e2>factory</e2> in China.	6
And a third option is a <e1>cooperative</e1> of water <e2>consumers</e2> under the Cooperatives Code of the Philippines under RA 6938, with the consumers converted into shareholders, with voting rights after contributing equity to the enterprise.	13
The piglet's incisor <e1>teeth</e1> are cut off with <e2>pliers</e2>.	18
In the <e1>hold</e1> of the American <e2>ship</e2>, I was feeling very queasy.	2
It opens with a group of diplomats having a <e1>discussion</e1> around a rectangular <e2>table</e2> covered with a green cloth.	18
The <e1>demonstrators</e1> composed the <e2>figure</e2> 420, representing the number of people still being held at the US prison in Cuba.	17
The tray is also used to hold the <e1>cutlery</e1> in a kitchen <e2>drawer</e2>.	4
What passes for a town is a <e1>huddle</e1> of bubble-shaped <e2>huts</e2>, the movable homes of camel-thwacking nomads who somehow survive out here.	13
A <e1>swarm</e1> of <e2>ants</e2> in the search for food shows the remarkable capability of finding shortest paths between a found food source and the anthill.	13
The <e1>writer</e1> has dropped the quotation into the <e2>paragraph</e2> without making any connection between it and the claim.	17
Another important part of the <e1>coffeemaker</e1> is the one-way <e2>valve</e2>.	3
The Code applies to all <e1>sponsorship</e1> related to <e2>corporate image</e2>, brands, products, services activities or events of any kind.	18
Two other structures in the depth of the <e1>midbrain</e1> that are important for normal motor function are the red <e2>nucleus</e2> (not visible) and the substantia nigra.	3
I am currently taking a <e1>medication</e1> which causes <e2>tingling</e2> in my hands and feet, but I also have vitamin d deficiency r/t hyperparathyroidism and my calcium is up and down.	0
Taking advantage of your seasonal obligation to buy stuff for people, the music <e1>industry</e1> unleashes its annual torrent of giftable <e2>crap</e2>.	17
The <e1>findings</e1> of the study have been narrated in three <e2>parts</e2>.	3
The user added <e1>subtitles</e1> into the mp4 <e2>files</e2>.	6
The <e1>shells</e1> landed into different <e2>areas</e2> in Mogadishu.	6
A 3-year-old boy sustains a chemical <e1>burn</e1> after the <e2>spilling</e2> of bleach onto his lower extremities.	1
I sold a <e1>gold</e1> <e2>ring</e2> to another company online and they sent me a lousy check for $14.00.	18
<e1>Natural history</e1> <e2>programmes</e2> began as live outside broadcasts on BBC television in the early 1950s.	15
It is a family luxury villa with breeze-kissed balconies from which the <e1>sounds</e1> of the sea provide a sensuous nightly <e2>serenade</e2>.	18
The <e1>sword</e1> appears in the photograph with the <e2>hilt</e2> at 10 o'clock and the blade tip at 5 o'clock.	3
Some of the <e1>land</e1> was farmed for <e2>coffee</e2> in the past, but it is now mostly native vegetation (with some emergent trees).	9
The associated extra <e1>output</e1> of CO2 through the lungs acts as one of the principal buffering mechanisms of the <e2>body</e2>.	16
The Tour of California raced through West Marin on Monday in a <e1>blur</e1> of speeding <e2>bicyclists</e2> and their caravan of support vehicles, once again sparking charges that it puts spectators in harm's way.	18
I bore my chalice safely through a <e1>throng</e1> of <e2>foes</e2>.	13
Over the sierras from Los Gazquez, passing the peaks of limestone, the cliffs where the peregrines battle for purchase, the <e1>clattering</e1> of <e2>choughs</e2> tumble to cave mouths.	13
Three people who are on the verge of giving up life -- a <e1>gangster</e1> in trouble with his <e2>gang</e2>, a doctor who has lost his family, and a woman with a terminal disease -- all meet up by coincidence.	12
At the Andaman Islands fish are captured by the <e1>convicts</e1> by means of <e2>weirs</e2> fixed across the openings of creeks.	11
The most telling critique of this delusional foreign policy comes in regular instalments in the form of a <e1>blog</e1> by the former British <e2>ambassador</e2> to Poland.	16
There is Chicha, Andian <e1>beer</e1> made with a <e2>maize</e2> called jora.	8
The three <e1>companions</e1> reached the city by <e2>way</e2> of the river Selintan.	18
<e1>Intruders</e1> are going into the <e2>organisation</e2> looking for key documents.	6
The finished <e1>products</e1> ordered by the customer are manufactured using the raw <e2>materials</e2> purchased from suppliers.	8
The <e1>inquiry</e1> was confined to investigating marine <e2>safety issues</e2>.	14
The hard <e1>drive</e1> was forgotten placed inside a <e2>car</e2>, which was ignited.	4
"The cheering and <e1>screaming</e1> after the <e2>victory</e2> had hardly died down when Marilyn Kelly proclaimed ""Party at my house!""."	1
A sailing <e1>boat</e1> has the large <e2>mainsail</e2>, a smaller foresail and perhaps a large balloon-like spinnaker at the very front.	3
He opened up the <e1>nostrils</e1> in the <e2>nose</e2> a bit to fit the left and right winglets into it.	2
The <e1>intestines</e1> and appendix are part of the <e2>gastrointestinal system</e2>.	2
The <e1>contents</e1> release from the copolymer-modified <e2>liposomes</e2> was strongly accelerated around the LCST of the copolymer.	8
"The <e1>sadness</e1> from <e2>divorce</e2> meant more if you were aware she was married very briefly to choreographer/director Michael Bennett, who shaped her career, then created the ""Chorus Line"" character around her in 1975."	1
Entering the <e1>fissure</e1> created by the meteor's <e2>impact</e2>, Sephiroth merged with all the energy of the planet, granting him god-like power over it.	18
As the US and Colombian military put pressure on drug traffickers, <e1>operations</e1> are migrating into <e2>nearby countries</e2>.	6
The <e1>tenant</e1> has farmed for this <e2>owner</e2> for several years and doesn't want to lose the ground, but also does not want to pay the large increase in rent.	18
As we were leaving the house, we found a <e1>suitcase</e1> with three or four Jordanian <e2>passports</e2> in it, clothes, and hygiene gear.	5
When a key is pressed and the circuit is completed, the code generated is sent to the computer either via a <e1>keyboard</e1> <e2>cable</e2> (using on-off electrical pulses to represent bits) or over a wireless connection.	3
First, he pressed the start <e1>button</e1> of the <e2>calculator</e2> to see what happens, then tried to vary the parameters.	2
On March 29, 1984, in the middle of the night, a <e1>convoy</e1> of moving <e2>vans</e2> left the Colts' headquarters, headed for Indianapolis.	13
I have no idea why this rather loud <e1>blazer</e1> from the GAP was in a <e2>bin</e2> at my local Dollar Tree.	4
Climate Hackers dumped <e1>iron</e1> into the <e2>ocean</e2>.	6
The three <e1>fireplaces</e1> in the <e2>cottage</e2> are constructed of random stones with mortar joints raised and rounded.	2
They placed the <e1>rats</e1> in a <e2>chamber</e2> which would give their feet an electrical shock.	6
In the presence of Cuba's favorite son, Estrada Palma, who is to enjoy the honor of being the first <e1>chief executive</e1> of this <e2>republic</e2>.	18
This is the second Italian championship won by Woody with <e1>horses</e1> bred in his <e2>stud</e2>.	18
The <e1>paragraph</e1> states that the <e2>number</e2> of rules is finite.	14
The <e1>boat</e1> basically sails from the harbour to an area of a <e2>beach</e2> where they are supposed to transfer you to a smaller boat and go to the beach.	6
<e1>Manufacturers</e1> have traditionally been more concerned about <e2>factors</e2> like price, quality, or cycle time, and not as concerned over how much energy their manufacturing processes use.	18
The muscular <e1>dystrophies</e1> are caused by genetic <e2>defects</e2>, which means they are inherited at birth.	1
FIG. 1 is a front perspective view of a <e1>pants</e1> <e2>pocket</e2> showing my new design.	3
<e1>Billions</e1> have sunk into devastating <e2>companies</e2>.	6
The technitians discussed how to clean the <e1>throttle</e1> <e2>cable</e2> on a gas scooter.	3
They are a small part of the seized by the bodies of the Ministry of Internal Affairs movable cultural <e1>monuments</e1> from different <e2>times</e2>.	8
Your <e1>e-mail</e1> has been successfully delivered to the <e2>receiver</e2>.	6
Man gets life sentence in kidnap, ransom case of <e1>woman</e1> he kept in makeshift <e2>casket</e2>.	18
The <e1>message</e1> is being delivered to the <e2>mailman</e2>.	6
<e1>Rum</e1> is distilled from fermented sugarcane <e2>juice</e2>, fermented sugarcane syrup or fermented molasses.	8
This page shows you how to hold your <e1>fingers</e1> and <e2>hands</e2> correctly, and addresses the most common problems.	2
This Christmas, <e1>visitors</e1> travelled to the <e2>vineyard</e2> by the free bus.	6
After <e1>receipt</e1> of the invoice through the <e2>air-mail</e2> or the email, we send it the accounting department for payment procedures.	18
The <e1>implementor</e1> makes the <e2>decision</e2>, not the protocol.	17
But the most <e1>damage</e1> has been caused by the corrosive <e2>effects</e2> of wind and water.	1
The <e1>violence</e1> has been caused by the Hutu <e2>militia</e2> who fled Rwanda after the genocide in that country and who have been in hiding in the forest in Congo.	1
Even though his 16-month old suffered from severe <e1>burns</e1> on her body caused by <e2>boiling water</e2> spilled on her, father refuses to allow ambulance to take his daughter to Hadassah because 'rabbi advised otherwise'.	1
The <e1>crust</e1> of the <e2>planet</e2> was flooded with melt and the crater tended to erase itself.	2
The <e1>aircraft</e1> is moved into the <e2>hangar</e2>.	6
Ovulation is the exit of a mature <e1>ova</e1> (egg) from the <e2>ovary</e2>.	8
"Alzheimer's disease is a degenerative brain <e1>disorder</e1> that results in <e2>memory loss</e2>, impaired thinking, difficulty finding the right word when speaking, and personality changes (see ""Warning signs of Alzheimer's disease,"" below)."	0
Snails and <e1>slugs</e1> cause <e2>damage</e2> to seedlings, flowers, vegetables and shrubs.	0
Earlier this year, the <e1>author</e1>'s latest <e2>novel</e2>, The Complaints - his first since retiring Rebus - became a number one bestseller.	17
The <e1>stem</e1> of this <e2>tree</e2> was completely eaten by termites.	2
This year's Nobel Laureates in Physiology or Medicine made the remarkable and unexpected discovery that inflammation in the stomach (gastritis) as well as ulceration of the stomach or duodenum (peptic ulcer disease) is the result of an <e1>infection</e1> of the stomach caused by the <e2>bacterium</e2> Helicobacter pylori.	1
High <e1>winds</e1> caused delays and <e2>cancellations</e2> of some state ferries.	0
<e1>Joints</e1> are parts of the <e2>body</e2> where bones meet, such as your knee.	2
Growers store the <e1>tubers</e1> in a perforated plastic <e2>bag</e2> filled with peat moss or vermiculite in a cool, dark place.	4
The <e1>toolkits</e1> provide a secure <e2>framework</e2> where sensitive information remains private.	18
Among the contents of the <e1>vessel</e1> were a set of carpenter's <e2>tools</e2>, several large storage jars, ceramic utensils, ropes and remnants of food, as well as a heavy load of ballast stones.	5
Typically, the maximum heat generated from 24 fuel <e1>assemblies</e1> stored in a <e2>cask</e2> is less than that given off by a typical home heating system in an hour.	4
Today's <e1>statement</e1> by the <e2>chancellor</e2> was a responsible one.	16
This Pavoni machine has continuous brewing espresso coffee <e1>machine</e1> with push <e2>button</e2>, power indicator light and electro valve.	3
When the guard happened upon a mass <e1>grave</e1> dug by this sick <e2>fool</e2>, a massive, horned, disgusting behemoth was digging itself out.	16
Other non-native species used in aquaculture are brook trout (Salvelinus fontinalis) and lake trout (Salvelinus namaycush), <e1>fishes</e1> that mainly has been farmed for stocking <e2>purposes</e2>.	18
Hermione just shook her head and drank her <e1>mango</e1> <e2>nectar</e2>, laughing a little.	9
During this time, her <e1>stamp stock</e1> was locked in a <e2>safe</e2> and no one else had access to it.	6
The <e1>decade</e1> produced a bumper <e2>crop</e2> of great movies.	18
Of course, the biggest <e1>clues</e1> leaked from former Blizzard <e2>employees</e2> in Korea who hinted that the game was going totally 3D.	8
The <e1>dispute</e1> has resulted in major regional <e2>wars</e2> and two Palestinian Intifadas with tragedies on both sides.	0
It creates <e1>projects</e1> having to do with <e2>social justice</e2> and environmental justice.	14
Many joined the <e1>armada</e1> of sailing <e2>ships</e2> which sailed from Belfast, Dublin, Cork, Holyhead, Liverpool and Glasgow, all bound for the New World.	13
Cloud loss behaviour in pasteurized <e1>apricot</e1> <e2>nectar</e2> was found to be different from that of other fruit juices.	9
The slide system consists of a slideway and a sliding element, whereas the slide system is connected to at least one piston and the <e1>crank</e1> of the <e2>shaft</e2>.	2
The <e1>earthquake</e1> was caused by the Anatolian plate and the Eurasian <e2>plate</e2> moving past each other.	1
Prairie Dog is a free <e1>newspaper</e1> produced by a Saskatchewan worker <e2>co-operative</e2>.	16
The <e1>backflap</e1> was in a <e2>suitcase</e2> in the trunk of the car.	4
He dumped the <e1>pineapple</e1> into the ungreased <e2>cake pan</e2>.	6
The <e1>bowl</e1> contained <e2>apples</e2>, pears, and oranges.	5
My problem is that the <e1>advertisement</e1> gives the <e2>impression</e2> that women in rural Bangladesh have 6 children.	0
The <e1>boat</e1> departs from the <e2>harbour</e2> at approximately 08:30 to arrive in the channel 30 minutes later.	8
<e1>Dacryoadenitis</e1> is caused by local <e2>infection</e2> of the lacrimal gland by bacteria or viruses.	1
A popular local <e1>restaurant</e1> is the source of an <e2>outbreak</e2> linked to Salmonella.	9
A kid took a baby <e1>koala</e1> to <e2>church</e2> on Sunday.	6
A <e1>person</e1> was release from their <e2>vehicle</e2> before emergency services arrived just after 9am this morning.	8
Liberal <e1>ideas</e1> insist on large <e2>gambles</e2> and conservatives rely on incremental small changes.	18
The conventional way to grow bacteria is to inoculate a <e1>flask</e1> that contains a <e2>broth</e2> of nutrients.	5
The <e1>plane</e1> makes a parabolic <e2>maneuver</e2>, much like a roller coaster with steep climbs and descents, that simulates zero gravity conditions.	18
Chris Caisley remains the <e1>head</e1> of the <e2>team</e2> and sources were keen to pinpoint his previous experience as chairman of the Bradford Bulls rugby league club.	12
Three <e1>houses</e1> are handed over to <e2>beneficiaries</e2>.	6
Three distinct <e1>formulations</e1> of valproic acid have been investigated in clinical <e2>trials</e2>.	18
The <e1>signatures</e1> were fetched into the <e2>cache</e2> together with the instructions.	6
<e1>Crime</e1> <e2>fiction</e2> is a typically 19th and 20th century genre, dominated by British and American writers.	15
Thankfully the <e1>plump</e1> of <e2>wildfowls</e2> brought about the destrcution of the wild cats and that ended the whole fiasco.	13
The <e1>farm</e1> had many acres with a number of <e2>buildings</e2> dedicated to a variety of goodies from produce, fruits, baker goods and specialty items depending on the season.	3
Quasi-static tensile tests were performed on the specimens using a <e1>screw</e1> driven Instron <e2>load frame</e2>.	2
The <e1>arrest</e1> completes a dismal past five <e2>weeks</e2> for the 25-year-old.	18
Storing <e1>clothing</e1> in a cedar <e2>chest</e2> protected the apparel from the damaging effects of moth larvae.	4
The <e1>e-mail</e1> was sent from the private <e2>account</e2> of a member from Guarding Our Children Against Marijuana, or GOCAM.	8
The <e1>painting</e1> shows a <e2>burgher</e2> portrayed as a benefactor on the steps of his house on the Oude Delft canal.	14
The instructor gave <e1>extra credit</e1> to an outstanding <e2>student</e2>.	6
To develop a rampart, <e1>troops</e1> piled up the dirt into a small <e2>hill</e2>.	17
On windy days I feel the drafts coming from the <e1>baseboards</e1> in my <e2>house</e2>.	2
A significant portion of head and neck <e1>cancers</e1>, anal cancers, and cancer of the larynx are caused by the human <e2>papillomavirus</e2>.	1
The parent <e1>parameter</e1> was passed on to the QObject <e2>constructor</e2>.	6
In North America, about 58 percent of the <e1>wildfires</e1> are caused by <e2>humans</e2>.	1
The <e1>glass bottle</e1> was contained in a <e2>wire mesh basket</e2> in case of explosion.	4
He stopped rowing when the boat was opposite to the paddle wheel of the steamer, and the <e1>steamer</e1> stopped her <e2>engine</e2> at the same time.	3
<e1>Dizziness</e1> from nasal and <e2>sinus pressure</e2> usually can be seen on a good nasal examination and a CT of the sinuses.	1
<e1>Lesions</e1> restricted to the rear portion of the medial part of the precentral gyrus caused a contralateral predominantly distal <e2>leg weakness</e2>.	0
Normally, the <e1>bone marrow</e1> produces <e2>stem cells</e2> (immature cells) that develop into mature blood cells.	17
As it did in 2004, the <e1>event</e1> combined the annual neural prosthesis <e2>workshop</e2> - now in its 36th year - and the DBS consortium.	3
The other shows the <e1>goddess</e1> of justice as blindfolded, with a <e2>sword</e2> by her side.	11
Obama uses Nobel <e1>speech</e1> to explain his foreign policy <e2>doctrine</e2>.	14
Earl turned and leaned on the <e1>railing</e1> of the <e2>balcony</e2>.	2
The <e1>cocaine</e1> was concealed inside a <e2>teddy bear</e2>.	4
Cost-benefit <e1>analysis</e1> is used mainly to assess the monetary <e2>value</e2> of very large private and public sector projects.	18
The <e1>rudders</e1> in dinghy <e2>boats</e2> are either fixed or have a lifting blade.	2
"On his journeys around the world, Yasser Arafat was in the habit of taking a <e1>suitcase</e1> full of <e2>cash</e2> for ""emergency"" cases."	5
I was walking on a beach today and found a plastic <e1>bottle</e1> with <e2>paper</e2> in it.	5
The <e1>eruptions</e1> are caused by <e2>tectonic forces</e2> or by the compaction of sediments at the deltas of large rivers, such as the Mississippi.	1
Falconers send their dogs into the field to bark and cause the nearby <e1>covey</e1> of <e2>quail</e2> (or partridges) to take flight.	13
This is assuming that the <e1>dividend</e1> is received from a <e2>treaty country</e2>.	8
Church Orchard is a mixed <e1>orchard</e1> of standard <e2>apples</e2>, pears and damsons and Mason's and Winslow's are standard cider apple orchards.	13
As a <e1>train</e1> moves from <e2>station</e2> to station, its passengers glimpse different worlds of people.	8
This frosted <e1>lemon</e1> <e2>cake</e2> is sweet and buttery with a wonderful citrus flavor that comes from adding both lemon zest and juice to the batter.	9
General information about the <e1>infection</e1> caused by the <e2>bacteria</e2> called Salmonella, when food is eaten raw or undercooked.	1
It removes the <e1>hair</e1> to the precise contour of a perfectly shaped <e2>eyebrow</e2>.	8
Many commercial soap, shower gel or cleanser products contain <e1>preservatives</e1>, colorants and chemicals that cause dryness, rashes, <e2>itchiness</e2> and roughness on the skin.	0
Much Indian <e1>whisky</e1> is distilled from fermented <e2>molasses</e2>, and as such would be considered a sort of rum outside of the Indian subcontinent	8
He used a stable form of <e1>liquid nitroglycerin</e1> carried in a <e2>bottle</e2> labeled as contact lens solution, using cotton as a stabilizer.	4
A <e1>student</e1> went away from an <e2>interview</e2> buoyed up by wise and wholesome advice.	8
From the quotes by Frederick Law Olmstead, to the philosophy of making art, this is one of the best <e1>websites</e1> for <e2>painters</e2> and artists out there.	10
While public <e1>drinking</e1> <e2>regulations</e2> varied, some form of the beer parlour became the norm across the country.	18
