sentence	relation 
Including <e1>amenities</e1> such as <e2>kiosks</e2> create pedestrian-friendly spaces.	18
Scientific <e1>progress</e1> comes from <e2>breakthroughs</e2> and breakthroughs by their very nature are unpredictable and surprising in their impact.	1
In my tests with a final engineering prototype, Scooba generally did a fine job cleaning the <e1>linoleum</e1> in my <e2>kitchen</e2> after my 2-year-old daughter's birthday party.	2
The <e1>pressure</e1> was caused by the rapid power <e2>acceleration</e2> at the start.	1
His highly original and topical act reaches from the top of the corporate ladder into blokes' sheds, leaving his audiences <e1>aching</e1> from <e2>laughter</e2>.	1
The mighty chaos warships let down a <e1>hailstorm</e1> of <e2>gunships</e2> and drop pods, flooding the planet with vile and corrupted plague marines.	13
The <e1>achievements</e1> of Michael Phelps in the pool proved to be a major <e2>talking point</e2> for the riders.	18
<e1>Students</e1> locate these cities on the large map (B2) with assistance from the teacher (B14) marking them with colored <e2>pushpins</e2>.	11
The foreign <e1>company</e1> has entered into the insurance <e2>market</e2> in China.	18
<e1>Smoke</e1> from wood <e2>fires</e2> in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine, wife of Henry II, causing her to move out in 1157.	1
A <e1>bear</e1> was dropped into petrified <e2>swamps</e2> devastated by the 2004 tsunami.	6
Besides a <e1>galaxy</e1> of prominent <e2>footballers</e2>, his colleagues, sportspersons and people from all walks of life paid last respect to the departed footballer.	13
Afterwards, stroll to a bar for a glass of 'medronho' - the national <e1>liquor</e1> made from a fleshy, red <e2>fruit</e2> grown in Portugal.	8
The <e1>evacuation</e1> after the Chernobyl <e2>accident</e2> was poorly planned and chaotic.	1
Dr. Marshall is the discoverer of Helicobacter (H. pylori), the <e1>germ</e1> that causes peptic <e2>ulcer</e2>.	0
Naturally the <e1>exhibition</e1> studies the modern <e2>techniques</e2> of communication.	14
The <e1>space monkey</e1> travels into <e2>space</e2>.	6
Next the <e1>soldiers</e1> put up a <e2>wall</e2> of stakes on the pile of dirt.	17
The first <e1>motorcycle</e1> was manufactured in a small wood <e2>building</e2> with only one room.	8
New Zealand raised a force to fight in Europe and sent a <e1>brigade</e1> of mounted <e2>riflemen</e2> and a brigade of infantry which after meeting up with the Australians, was diverted to Egypt.	13
The <e1>sample</e1> was contained in a brass sample <e2>cup</e2>.	4
The results were obtained after measuring the <e1>cell mass</e1> in a <e2>flask</e2>.	4
A <e1>farmer</e1> erected the <e2>disguise</e2> in 2000 out of hundreds of 8ftx4ft bales of straw and covered the top with blue tarpaulin.	17
The boy inserted a <e1>coin</e1> into the <e2>machine</e2> and then took the ticket.	6
The present <e1>study</e1> has been concerned with the <e2>retrieval</e2> of semantic information.	14
An <e1>explosive</e1> was hidden in a <e2>condom</e2> or condom-like bag just below his torso.	4
A <e1>wedge</e1> of Canada <e2>geese</e2> passed overhead, already fleeing from winter, but for the moment it was summer still.	13
In a poetic twist, the <e1>tsunami</e1> triggered by the rock <e2>band</e2> forced many American jazz and blues singers to seek work in the United Kingdom, which is where Anderson found a receptive audience in 1965.	1
One of my woodworkers got imprisoned as a result of a bloody noble putting up an export ban after the <e1>caravan</e1> had left the <e2>depo</e2>.	8
The <e1>applet</e1> requires a <e2>browser</e2> that supports JDK 1.1.5 or above.	18
He came back 15 minutes later with a <e1>bottle</e1>, with three <e2>lizards</e2> in it.	5
More recently, starter <e1>manufacturers</e1> have attached the flange with a number of <e2>capscrews</e2> to the main housing thus allowing a finite number of position.	11
The day-old <e1>baby</e1> was taken into <e2>intensive care</e2>.	18
I too, get a <e1>headache</e1> from <e2>wine</e2>, and was always told that it was the sulfites.	1
A favourite amulet for demoniacal possession consists of the <e1>whiskers</e1> of the <e2>tiger</e2> or leopard mixed with nail parings, some sacred root or grass and red lead and hung on the troat or the upper arm.	2
Specific viral RNA and antigen were detected by reverse-transcription PCR and immunohistochemical evaluation, respectively, in nasal <e1>turbinates</e1> of <e2>birds</e2>.	2
The <e1>book</e1> created a picture of social and religious <e2>identity</e2>.	14
The fifty <e1>essays</e1> collected in this <e2>volume</e2> testify to most of the prominent themes from Professor Quispel's scholarly career.	12
Over the next six years, the <e1>army</e1> built a <e2>wall</e2> 80 Roman miles long (117km or 73 modern miles), some 5 metres (15 feet) high, east to west from Wallsend to Bowness.	17
His graduation <e1>thesis</e1> supplied valuable <e2>background information</e2> on the subject of the duel.	14
The <e1>workmen</e1> applied a <e2>blowlamp</e2> to the pipes which were lagged with felt.	11
Students write a <e1>paragraph</e1> stating <e2>reasons</e2> for doing something, and then a paragraph about how to do something.	14
The Bishop was also happy to talk about some of the contentious <e1>issues</e1> affecting the <e2>church</e2> at the moment.	18
The Germanic <e1>migrations</e1> of the fifth century were triggered by the <e2>destruction</e2> of the Gothic kingdoms by the Huns in 372-375.	1
Slighted authors submitted their books via write-in, but it was an unlikely cover that took home first prize, a <e1>creation</e1> by a <e2>designer</e2> named Doogie Horner.	16
Modern <e1>pioneer</e1> builds home from <e2>scratch</e2>.	18
A <e1>potato</e1> <e2>peeler</e2> is a metal blade attached to a metal, plastic or wooden handle that is used for peeling vegetables, usually potatoes.	18
The man dropped off the <e1>mail</e1> into the <e2>mailbox</e2>.	6
She and <e1>colleagues</e1> exhaustively tested the sample, sequencing the proteins they found with a new and better mass <e2>spectrometer</e2>.	11
The academic <e1>staff</e1> at the UvH comprises scholars in humanistics, religious and cultural scholars, social scientists, <e2>philosophers</e2> and historians.	13
Using a <e1>pencil</e1> of <e2>lines</e2>, a new restriction on the location of ovals of a nonsingular plane curve is obtained.	13
The good friar was insistent on both celibacy and <e1>abstinence</e1> from <e2>laughter</e2>.	18
<e1>Conscripts</e1> on Spanish <e2>galleons</e2> escaped by jumping ship in New Orleans and in Acapulco, Mexico.	8
Straight ahead you enter a nice sized <e1>living room</e1> that contains the front <e2>door</e2>.	3
The <e1>head-phone</e1> of the ear pad <e2>system</e2> is provided with a head band which is formed into an approximately U-shape mounted on a head top portion of a user.	2
The prosecutors carried <e1>guns</e1> into the <e2>court room</e2>.	6
Expecting the lion to come out of the bushes at any moment, we were surprised to see a <e1>coalition</e1> of male <e2>cheetahs</e2> instead.	13
The <e1>drug</e1> was put inside a <e2>capsule</e2> for a reason.	6
The mesopause separates the <e1>mesosphere</e1> from the <e2>thermosphere</e2>.	18
Lauren also explores <e1>bisexuality</e1> in this new <e2>book</e2>.	15
Some foreign <e1>workers</e1> moved into a converted <e2>dormitory</e2> at Serangoon Gardens estate on Friday.	6
I milked their <e1>evening</e1> <e2>drink</e2> for them and then found them asleep.	18
The first civilization to have a dedicated force of military engineering specialists were the Romans, whose army contained a dedicated <e1>corps</e1> of military <e2>engineers</e2> known as architecti.	13
This is a list of <e1>films</e1> that feature <e2>extraterrestrial life</e2>.	14
Professional <e1>modelmakers</e1> often create <e2>models</e2> for many professions.	17
My <e1>passport</e1> was in a <e2>trunk</e2> under my bed.	4
Zhao Guoxiang in his <e1>speech</e1> pointed out that this <e2>competition</e2> is an important measure for the cultivation of academic atmosphere.	14
Naturally, they get taken in by a <e1>sorority</e1> of <e2>misfits</e2> who teach them that what's on the inside is more important than being cute.	13
The <e1>fruit basket</e1> contained <e2>apples</e2>, oranges and bananas.	5
The low oil <e1>prices</e1> caused the <e2>collapse</e2> of the wall and the Russian empire.	0
Fiber cans, <e1>tubes</e1>, and similar products are, by far, the largest category of products produced by this <e2>industry</e2>, accounting for $1.76 billion of the industry value of shipments in 2001.	16
The <e1>boy</e1> who made the <e2>threat</e2> was arrested, charged, and had items confiscated from his home.	17
"Outside the walls of Athens, the site of the Academy was a sacred <e1>grove</e1> of olive <e2>trees</e2>, still recalled in the phrase ""the groves of Academe."""	13
When the police raid the catacombs, Shannyn's character hits her head while fleeing only to wake up alone in the <e1>maze</e1> of <e2>skulls</e2> and bones.	18
Once he dangled his <e1>axe</e1> by the <e2>helve</e2> to sight along the tree trunk.	3
The v = 1 <e1>emission</e1> originates from an 80 AU diameter <e2>ring</e2> of maser spots centered on radio continuum source I.	8
Jack and Jill are lying on the <e1>floor</e1> inside the <e2>house</e2> dead.	2
Arcane Subtlety reduced the threat caused by Polymorph by 40% at max rank, though the <e1>threat</e1> caused by the <e2>spell</e2> is minimal.	1
The <e1>victim</e1>, who was positioned underneath the conveyor, was using a <e2>hammer</e2> to adjust the return roller.	11
One <e1>flyer</e1> was inside a <e2>box</e2> of Cracker Jacks at a Hughes Market.	4
However, the Barbary <e1>macaque</e1> grows a big thick <e2>coat</e2> for the winter, which means they can live outside all year.	3
360 bln <e1>yuan</e1> have been invested into post-quake <e2>reconstruction</e2>.	6
The <e1>migration</e1> as defined in this <e2>article</e2> was the expansion of the Turkic peoples across most of Central Asia into Europe and the Middle East.	15
Such <e1>ideas</e1> and technologies from the functional language community are migrating into mainstream <e2>software engineering</e2>.	6
What we saw was a promising <e1>idea</e1> sabotaged by a muddled and undernourished <e2>script</e2>.	18
In Wuthering Heights by Emily Bronte's, the <e1>author</e1> uses <e2>repetition</e2> as a device to give us the full understanding of the characters.	11
<e1>Producers</e1> planted the frozen <e2>scallops</e2> that led to Spike's elimination from Top Chef.	18
Pressures occur throughout life and those <e1>pressures</e1> cause <e2>stress</e2>.	0
China sent the <e1>premier</e1> to the <e2>meeting</e2> on the climate change.	6
With five of the six classes being a single credit hour and the sixth being three credit hours of capstone design, sophomores, juniors, and seniors work directly with medical doctors, nurses, graduate students, Ph.D.'s, and <e1>engineers</e1> from the <e2>medical industry</e2>.	8
April, 1903 saw the first issue of the Delta Chi Quarterly published for a <e1>fraternity</e1> of fourteen <e2>chapters</e2> and fewer than 3000 alumni.	13
"<e1>Television</e1> <e2>screen</e2> size is measured diagonally, so that's what the 19"", 22"", 24"", 32"" measurements on televisions are referencing."	3
The <e1>party</e1> has made the <e2>crazies</e2> into mainstream Republicans.	18
My <e1>soda</e1> came in a <e2>can</e2>.	4
The <e1>smell</e1> was radiating from all directions, from every <e2>tree</e2> and branch.	1
The exception is the <e1>player</e1> who drew the <e2>ace</e2>, who may stop whenever they want.	18
This incident was an incursion of illegal <e1>aliens</e1> from outer <e2>space</e2> and not U.S. military high-tech black project flying objects.	8
The <e1>vaccine</e1>'s <e2>maker</e2>, the Irish drug company Elan, has stopped giving the shots to its 360 volunteers while doctors determine what caused this serious side effect.	16
Scientists have successfully tested a <e1>system</e1> that translates brain waves into <e2>speech</e2>.	18
The <e1>water</e1> evaporated from the <e2>kettle</e2>.	8
Ironically, the <e1>damage</e1> caused by the <e2>floods</e2>, and the subsequent insurance payout, were what prompted the restoration of the station building.	1
However, there are <e1>fish</e1> with <e2>lungs</e2> and fish without swim bladders.	3
The <e1>guy</e1> cleaned the heads with a cotton <e2>swab</e2> soaked in flushing fluid, changed the pad, and then ran a head clean, the results were amazing.	11
He accidentally dropped the <e1>file</e1> into the wrong <e2>folder</e2>.	6
Solar disturbances such as flares, prominences, and sunspots increase the amount of <e1>radiation</e1> from the <e2>sun</e2>.	1
The <e1>warmouth</e1>, for example, was in a <e2>bin</e2> next to some nearly translucent banded pygmy sunfish.	4
The calls of his caged decoy-birds have announced the arrival and passing over of a <e1>parcel</e1> of <e2>linnets</e2>.	13
Belfast student Martin lives as part of a <e1>menage</e1> of outlandish <e2>characters</e2> all struggling to make sense of the 1970s psychosexual revolution under the watchful eye of their colourful landlady Crystal.	13
Information is included on the <e1>disease</e1> caused by the <e2>organism</e2>, its transmission, geographical distribution, and hosts.	1
It is an eye which never blanched at danger, and it is the <e1>boast</e1> of his <e2>soldiers</e2> that he never looked unpityingly upon the sufferings of his followers.	18
As the vehicles caught <e1>fire</e1> after the <e2>collision</e2>, the transformers began to explode one after the other.	1
It is best to use bold flavors in <e1>herb</e1> <e2>butter</e2>.	18
He was a <e1>corporal</e1> in the <e2>army</e2> of Sierra Leone, a wedding photographer and cameraman for the State television.	12
It is no accident that the title of the exhibition is a homage to one of the classic figures of contemporaneity, Antoni Tapies, whose work breached all the boundaries imposed on artistic <e1>creation</e1> by the <e2>critics</e2>.	18
This Italian <e1>dish</e1> is made with gelatinous veal <e2>shanks</e2> that are braised with fresh vegetables and rich stock.	3
However, apart from visual design elements, one also gets creative with the <e1>layout</e1> of the <e2>site</e2>.	18
Other keyed string <e1>instruments</e1>, small enough to be held by a strolling <e2>player</e2>, include the plucked autoharp, the bowed nyckelharpa, and the hurdy gurdy, which is played by cranking a rosined wheel.	10
"It gets a little bit ""chicken first or egg first"" on examination but the primary truth is that the <e1>attacks</e1> are caused by the <e2>fear</e2> of the attacks themselve."	1
The site was encircled by a high fence and one could see a <e1>crane</e1> lifting some heavy <e2>construction material</e2>.	18
We leave the <e1>bail</e1> of the <e2>reel</e2> open and place your the rod in a double mounted set up as shown on the facing page.	2
The rescue adoption room was filled with a <e1>kindle</e1> of <e2>kittens</e2>.	13
Another program to increase the <e1>population</e1> of French <e2>settlers</e2> was the selection of 770 women to make the journey to New France.	13
This Atalanta running <e1>skirt</e1> is made of beefier Dry-flex <e2>fabric</e2>, which will help smooth your curves but also stretch to let you move.	8
This article goes some wat towards, identifying some of the <e1>conflicts</e1> arose from the previous and present agricultural <e2>development</e2>.	1
The <e1>maker</e1>'s <e2>guidelines</e2> were clear but not really necessary as it was so simple to use.	17
He was the muster-spirit of that glorious <e1>pleiad</e1> of <e2>warriors</e2> and sailors who at that epoch used to swarm the Indian seas.	13
Peters's <e1>pain</e1> and symptoms were caused by the automobile <e2>accident</e2>.	1
When he want for a run, he checked the <e1>timer</e1> on the <e2>oven</e2>, and again when he returned.	2
A vibrant collection of oil <e1>paintings</e1> depicting <e2>women</e2> at various stages in life is on display through mid-December.	14
The <e1>guys</e1> catch the shad with gill <e2>nets</e2>.	11
This is a tattoo <e1>design</e1> an <e2>artist</e2> drew up.	16
The <e1>team</e1> journeyed into an uncharted <e2>area</e2>.	6
Rodrigues, who is also the governor of Punjab has been accused by the <e1>congress</e1> of various murky <e2>deals</e2> worth billions of rupees.	18
The UK <e1>economy</e1> has come out of <e2>recession</e2>, after figures showed it had grown by a weaker-than-expected 0.1% in the last three months of 2009.	18
This <e1>information sheet</e1> summarises the <e2>labour environment</e2> in the UK.	14
Endangered <e1>species</e1> have been released into a <e2>nature reserve</e2> in Northwest China's Xinjiang Uygur Autonomous Region.	6
We have poured <e1>billions</e1> into airline <e2>safety</e2>.	6
"During play, I ingested a large <e1>sloth</e1> of Gummi <e2>bears</e2> in my efforts to help ward off a potential Jon Lee ""10-0"" train."	13
<e1>Jars</e1> were then placed into three separate <e2>cages</e2>.	6
These are the <e1>loopholes</e1> of the <e2>fortress</e2>, at which, either at top or bottom, the self-immuned spider is usually to be seen watching.	2
<e1>Physical geography</e1> examines the <e2>natural environment</e2> and how the climate, vegetation & life, soil, water, and landforms are produced and interact.	18
The <e1>painting</e1> was in a <e2>crate</e2> from which it had not been unpacked since its return from an exhibition in Oklahoma City a year ago.	4
The <e1>exhibition</e1> The Art of the Motorcycle caused a <e2>revolution</e2> on the museum scene with its presentation of the motorcycle as a metaphor of the 20th century.	0
"A makeup <e1>artist</e1> applies the finishing <e2>touches</e2> to Marquesa Lawrence before the taping of a segment of ""The Scholar."""	18
The final <e1>programme</e1> detailed the <e2>history</e2> of Russborough House.	14
The first <e1>question</e1> concerns the <e2>extent</e2> and nature of the shocks that buffet the system.	14
This <e1>plane</e1> taxied back from <e2>runway</e2> 22R to business apron after aborted takeoff.	8
The <e1>detector module</e1> including a preamplifier was inside a <e2>laboratory oven</e2>.	4
"A <e1>report</e1> by two independent medical <e2>experts</e2> has concluded that the rate of staph infections among NFL players is ""low""."	16
Her naked and decomposing <e1>body</e1> was discovered inside a locked <e2>cupboard</e2> in an Auckland building.	4
The <e1>festival</e1> involved two practical <e2>competitions</e2> and a lecture.	3
I remember there being an uproar because the <e1>video</e1> got out from an apartment <e2>complex</e2> and wasn't suppsoed to.	8
The <e1>factory</e1> produced British military <e2>rifles</e2>, muskets and swords from 1816.	17
The purple <e1>puppet</e1> was in a <e2>crate</e2> being shipped from the UK to Australia.	4
"The siding <e1>installer</e1> erroneously installed the siding with a 6"" <e2>reveal</e2>, rather than a 7"" reveal as required."	18
One of the soft baby toys were four <e1>bug buddies</e1> in a <e2>jug</e2> with a mesh-top lid.	4
Infectious <e1>conjunctivitis</e1> is the most common cause of <e2>pinkeye</e2> around the world.	0
The <e1>bathroom</e1> comprises bath tub with electric shower, <e2>wash basin</e2> and WC.	3
Drawings, backgrounds and decorations are placed over the complete height of the <e1>train</e1> <e2>wagon</e2>, but don't cover the entire width of the train wagon.	3
Much of the work on continuous <e1>culture</e1> of <e2>bacteria</e2> has been carried out with aerobic bacteria, though little has been done with strict anaerobes.	18
A short introductory <e1>chapter</e1> furnishes the <e2>background information</e2>.	14
The former prime minister's <e1>daughter</e1> made numerous offensive <e2>comments</e2> about a French mixed-race tennis player.	17
"The <e1>reagent</e1> was contained in a ""<e2>holding dam</e2>"" of melted paraffin wax approximately 2 inches in diameter."	4
There is a <e1>nest</e1> of <e2>rabbits</e2> up in the loft.	13
Gol Airlines started <e1>flights</e1> to Middle Eastern <e2>countries</e2>.	6
Security <e1>cameras</e1> have been installed in commuter <e2>trains</e2> to prevent groping.	6
After they caught me, the <e1>medicine</e1> was locked in a <e2>safe</e2>, a safe with a combination lock and the weirdest looking key I've ever seen.	6
The <e1>committee</e1> came up with some interesting <e2>recommendations</e2>.	17
I saw that the <e1>antenna</e1> was placed inside the two-dimensional labyrinth-based left-handed <e2>medium</e2>.	4
When a <e1>flock</e1> of <e2>geese</e2> or ducks began to descend toward the decoys, the hunter pulled hard on the rope which he held in his hands.	13
I remember one day many years ago sitting on the top of Braich-y-Pwll on the Llyn Peninsula watching a <e1>chattering</e1> of <e2>choughs</e2> performing an amazing set of aerodynamics in the updrafts of a winter storm.	13
However, in general the theory languished until 1984 when an international meeting was organized in Kona, Hawaii, about the <e1>origin</e1> of the <e2>moon</e2>.	9
The presented <e1>case study</e1> charts the <e2>route</e2> taken by North Kesteven.	14
"A <e1>deputy</e1> from Sarkozy's ruling UMP <e2>party</e2>, Etienne Pinte, also said he was ""very shocked"" by the charter flight."	12
The <e1>strategy</e1> departs from an overriding <e2>goal</e2>.	18
The <e1>humanity</e1> has migrated into <e2>space</e2> to settle in an outer solar system.	6
Kidd passed Jackson on the career <e1>assists</e1> <e2>list</e2> with an alley-oop pass to Rodrigue Beaubois with 10:53 left in the third quarter.	15
The <e1>mansion</e1> has a small <e2>museum</e2> with exhibits linked to the building's history, including antique Singer sewing machines.	3
Brightly colored honey dipper beads and chunky disk <e1>rings</e1> make up this all wood foot <e2>toy</e2>.	2
The <e1>note</e1> was tucked inside a quart size plastic <e2>ziplock bag</e2>.	4
The first <e1>seismic arrival</e1> from an <e2>earthquake</e2> is the P wave, which is usually relatively low-amplitude.	1
The <e1>website</e1> is concerned with the <e2>dissemination</e2> and exchange of information about the EnCoRe project.	18
One newly formed Iraqi battalion is on duty, with 27 scheduled for <e1>activation</e1> by <e2>summer</e2> 2004.	18
The movie represents the only film <e1>soundtrack</e1> by the seminal Los Angeles punk rock <e2>band</e2>.	16
The conclusion of the investigation was that the <e1>loss</e1> was caused by a <e2>failure</e2> in a cell wall, resulting in a serious crack and a leakage that the pumps were not able to cope with.	1
The <e1>letter</e1> was contained in a stamped <e2>envelope</e2> of the type sold in the South Dakota state penitentiary commissary.	4
They shared a love of Richard Wagner and were regulars at the annual Bayreuth festival held to celebrate the <e1>composer</e1>'s <e2>works</e2>.	17
The <e1>device</e1> uses the newest personal antenna <e2>technology</e2>.	11
<e1>Flashes</e1> are caused by the vitreous gel <e2>tugging</e2> on the retina.	1
Under this completed contract, <e1>workgangs</e1> made up almost entirely of Mormons built the Union Pacific <e2>track</e2> in the Utah territory.	17
Remains from the Viking ship were reburied in an aluminium <e1>casket</e1> put inside a five-ton stone <e2>sarcophagus</e2>.	4
Even the fan <e1>blades</e1> inside the <e2>engine</e2> are designed to be quieter.	2
Extensive references to scientific literature form an important part of each monograph and over 1800 new <e1>citations</e1> appear in the <e2>book</e2>.	2
To connect the microcontroller to the Internet, one must implement a <e1>protocol</e1> <e2>stack</e2> on the device.	18
In the evening, he threw <e1>wood</e1> into the <e2>bonfire</e2>.	6
<e1>Rice</e1> <e2>beer</e2> is a famous Asian country's drink, especially in Japan.	9
A photo of a <e1>paddle wheel</e1> <e2>boat</e2> on the Mississippi River at New Orleans.	2
There is a certain dissonance among the <e1>essays</e1> collected in this <e2>volume</e2>.	12
This splendid little <e1>book</e1> traces the <e2>history</e2> of the company from 3000 BC to the present day.	14
The <e1>envelope</e1> contained a single <e2>sheet</e2> of paper, describing an attempt to set the record for the world's longest running chain letter.	5
New <e1>settlers</e1> arrived into this harsh <e2>land</e2> to seek a new life.	6
The colossal <e1>squid</e1> has a sharp bird-like <e2>beak</e2> that slices 2-metre-long Antarctic toothfish into small chunks.	3
The <e1>consignment</e1> was brought into a <e2>port</e2> in Sagunto.	6
I have enjoyed my interaction with the 2004 <e1>cohort</e1> of Gutenberg <e2>authors</e2>, and learned much from the books that have appeared in the series as a whole.	13
He received reports from the residence hall presidents regarding <e1>evacuation</e1> after the fire <e2>drill</e2>.	1
It allows users to create custom <e1>charts</e1> comparing fuel <e2>properties</e2> and characteristics for multiple alternative fuels.	14
Pharmacognosy is the study of crude <e1>drugs</e1> obtained from <e2>plants</e2>, animals and mineral kingdom.	8
This is a bunch of comics from Act-I-Vate, which, if I'm understanding the intro correctly, is a <e1>cabal</e1> of comix <e2>artists</e2> who hang out on Livejournal.	13
The <e1>frame</e1> encloses a rectangular <e2>picture</e2> that has the same area as the frame itself.	4
Our next appointment is with the largest <e1>congregation</e1> of saltwater <e2>crocodiles</e2> in the world - the famous Mary River.	13
We address the longer-term budget <e1>imbalance</e1> that has been caused by the <e2>tax cuts</e2>.	1
These are <e1>documents</e1> to do with <e2>finance</e2>.	14
"The fine powder was loaded into a rubber bag of 3/4"" diameter and the <e1>bag</e1> was contained in a stainless or plastic <e2>sheath</e2>."	4
The taxpayers have dumped <e1>billions</e1> into this bankrupt <e2>company</e2> without noticing it.	6
Beeswax is a natural wax produced in the bee <e1>hive</e1> of honey <e2>bees</e2> of the genus Apis.	18
The <e1>priest</e1> mixes the Holy Oil and the wine with a <e2>spoon</e2> and pours it into small containers, as many as there be priests.	11
Japan injected <e1>funds</e1> into struggling <e2>companies</e2>.	6
The project <e1>process</e1> is comprised of a <e2>field study</e2> with Istanbul inhabitants for 4 weeks and presentations to last 8 weeks.	3
It took a long time to undo the <e1>damage</e1> that has been caused by the <e2>crisis</e2> of confidence, damage whose effects are just now beginning to make themselves felt in a slow, glacial collapse.	1
Relena's head was bowed, though the <e1>heat</e1> was radiating from the young <e2>princess</e2> in waves.	1
A <e1>weapon</e1> was inside a <e2>wooden box</e2> behind a stereo cabinet that was suspended about seven feet above the floor.	4
There is this really funny scene where the tie <e1>salesman</e1> runs away from the crime <e2>scene</e2>.	8
Freedman makes a thorough appraisal of the <e1>statistical methods</e1> in these <e2>papers</e2>, and in a variety of other examples.	15
The final <e1>presenter</e1> was from an <e2>organization</e2> that deals with gender equality and women in climate change with a really long name that I didn't entirely catch.	8
He has been a core <e1>team</e1> <e2>member</e2> for the various research publications and resource person for policy documents of the RBI.	13
Among them, 24% is related to <e1>microarrays</e1> fabricated by the microspotting <e2>approach</e2>.	18
So when William did cross the Boyne on July 1st 1690, he had an army consisting of the <e1>riffraff</e1> of Europe's <e2>mercenaries</e2>.	13
We introduced leak <e1>detection dye</e1> into the <e2>air conditioning</e2>.	6
Twice when I was putting on the fully loaded Atlas, the <e1>knobs</e1> popped out of the frame <e2>slots</e2>.	8
The Minnesota Zoo's Northern Trail is home to a <e1>coterie</e1> of black-tailed prairie <e2>dogs</e2>.	13
Someone has blown <e1>soot</e1> into my <e2>face</e2>.	6
This happens when a collecting <e1>agent</e1> inadvertently applies the PNS <e2>discount</e2> to an ineligible vessel.	11
This <e1>money</e1> was in a <e2>trunk box</e2> as a family treasure and was deposited as Consignment to avoid much demurrage from the Security Company.	4
The <e1>filters</e1> are going into people's blood <e2>streams</e2>.	6
The chavettes are the female of the species, usually have a '<e1>passel</e1> of <e2>brats</e2> with different dads before they turn 20 which ensures the perpetuation of the disease.	13
The death of a massive nearby star billions of years ago offers evidence the <e1>sun</e1> was born in a star <e2>cluster</e2>.	8
The <e1>data</e1> is received from a <e2>sensor</e2> in the shoe, with audible feedback provided through the earphones.	16
Before introducing Via in three test markets, the <e1>company</e1> told employees an elaborate <e2>story</e2> about its creation.	17
Our <e1>dinner</e1> was delivered from the local <e2>village</e2>.	8
Many <e1>directors</e1> adapt a story from another medium such as a book, play, or game into a <e2>film</e2>, with varying results.	17
Ditto for his funny turn as a <e1>man</e1> who instigates the <e2>kidnapping</e2> of his own wife in E Niwas's Love Ke Liye Kuch Bhi Karega.	0
This <e1>style</e1> of music reflected <e2>feelings</e2> and situations experienced in daily life.	18
French-style pate is in fact easier to make than my <e1>grandmother</e1>'s chopped <e2>liver</e2>, which called for rendering chicken fat.	18
Five ancient <e1>temples</e1> have fallen into <e2>disrepair</e2>.	18
This book largely seeks to refute the <e1>claims</e1> made by his contemporary John Locke about the <e2>nature</e2> of human perception.	14
All other <e1>blood</e1> <e2>products</e2> are derived from whole blood.	9
The most famous <e1>unkindness</e1> of six <e2>ravens</e2> at the Tower of London are employees, kept on staff at the expense of the British government.	13
Real working cowboys, who are hired to take a <e1>drove</e1> of <e2>cattle</e2> to market, have a very difficult and strenuous job.	13
It underscores the need for continued surveillance of nicotine delivery in <e1>products</e1> created by an unregulated <e2>industry</e2>.	16
An open file is described in the Linux kernel by a struct file item; the <e1>structure</e1> encloses a <e2>pointer</e2> to the inode representing the file.	3
The <e1>dolphin</e1> uses its <e2>flukes</e2> for swimming and its flippers for steering.	3
"Using her tail, the <e1>female</e1> digs a trough-shaped <e2>nest</e2>, called a redd (Scandinavian word for ""nest""), in the gravel of the stream bed."	17
The red colobus <e1>groups</e1> went away from the <e2>chimpanzees</e2> when they were alone and no potential association partner was around.	8
The <e1>guide</e1> depicts the <e2>chronological order</e2> of electronic music genres' appearance.	14
Take medicine to reduce sneezing and <e1>coughing</e1> from <e2>allergies</e2>.	1
A person with an intrinsic motivation to run gains <e1>satisfaction</e1> from a very long <e2>running</e2> around their favourite course on a calm, sunny day.	1
This double lie betrays what it is really all about in the <e1>coalition</e1> of the <e2>hypocrites</e2>: solidarity with the culprits.	13
The poor management pushed the <e1>workers</e1> into <e2>depression</e2>.	18
The northern half of the <e1>block</e1> includes a <e2>parking structure</e2> with five levels.	3
We have inherited <e1>predispositions</e1> to <e2>anxiety</e2>.	18
The disruption of electricity and telecommunication lines have thrown the <e1>city</e1> into <e2>darkness</e2>.	18
<e1>Weak ligaments</e1> are caused by <e2>problems</e2> with collagen (protein fibres in the ligaments).	1
Since the <e1>evacuation</e1> was after normal <e2>business hours</e2>, the on-duty Security Officer and maintenance personnel were responsible for the notification and evacuation of occupants of all buildings.	18
<e1>Cardiovascular disease</e1> is one of the leading causes of <e2>morbidity</e2> and mortality in the UK, as well as in the developed and the developing world.	0
Because pressure is low in the vacuum or inert gas, the <e1>gas</e1> leaves the <e2>metal</e2>.	8
A penal code is a portion of a state's <e1>laws</e1> defining <e2>crimes</e2> and specifying the punishment.	14
The website cited <e1>notes</e1> made by an <e2>investigator</e2> from the Los Angeles County Coroner's office as the source of the information.	16
Only <e1>part</e1> of the food energy is passed on to another <e2>consumer</e2>.	6
Sheet and <e1>rill</e1> <e2>erosion</e2> is considered to be the most harmful of all soil erosion forms since it may be unnoticed or ignored by the peasant.	1
The funds raised through this appeal have a direct impact on the people affected by the severe <e1>devastations</e1> caused by the <e2>storms</e2>.	1
